,text,intent
1941,2 dam này ne e,2
1942,màu hồng,2
1943,ok e,1
1944,e oi voi sét nay màu hông 145k nua do e,2
1945,bộ này ne e mà màu hồng nhé,2
1946,1017 26 40a lê vân lương phước kiểng nhà béxxxxx,2
1947,lấy c jum nay nha e,6
1948,lấy c cái jum xanh hình nha,6
1949,cái c lấy là cái jum xanh như hình,2
1950,hôm qua c co dặt cái hoa kem 180k mạng lạng qua c dặt lộn e hủy giúp c nhé,8
1951,1017 26 40a lê văn lương pk nha bé,2
1952,đặt hàng,6
1953,hi c,0
1954,bắt đầu,0
1955,túi này bên mình còn k ạ,3
1956,ấp đức trung xã bình ba huyện châu đức tỉnh bà rịa vũng tàu xxxxx,2
1957,dạ giá nhiêu vậy shop,3
1958,còn mâũ này k ạ,3
1959,dạ cái 125k là body lưới đúng k ạ e thấy viết tên mã hàng là sl 2,3
1960,mã đầm 09 180k ngày 16 12 ạ,2
1961,shop oi chốt e mẫu nay với ạ,6
1962,bên shop mình còn váy này k ạ,3
1963,bên e liên hệ lại giup c nhé,5
1964,dt lại cho c nha,5
1965,e oi,0
1966,áo ở tren cho c 1 hồng 1 đen nhé,6
1967,đầm đó co đen thi lấy cho c nha,6
1968,ma màu đen nhé,2
1969,nay het lun ha e,3
1970,con mâu caro nao k e,3
1971,c lay 2 mâuz đó,6
1972,2 mẫu bên dưới bao nhiu vây e,3
1973,3 mâu cuôi còn k shop,3
1974,co k shop,3
1975,shop con mẫu này k,3
1976,áo sơ mi có về lại k e c mặc áo size m ak w,2
1977,3 mẫu này còn k e chốt cho chị với,3
1978,e nói mấy bé gọi đt lại cho c chốt váy kia lại dùm chị nha,5
1979,e ơi,0
1980,mẫu này còn k e,3
1981,mẫu này hết hở e,3
1982,lấy c đầm đen size s nhé,6
1983,trắng này còn k e,3
1984,e ktra dùm chị coi có hàng k nhé,3
1985,đây e hai mã này còn k e,3
1986,còn hai mẫu này k gộp vô cho c luôn,3
1987,áo này còn k e,3
1988,mẫu này còn k e ơi,3
1989,áo này còn k e,3
1990,đây e còn mẫu này k e,3
1991,còn mẫu chị mới gởi k e,3
1992,bao nhiu c ck nhé,3
1993,oki e lấy nhé,6
1994,nước hoa áo dây váy hồng áo nâu trắng,2
1995,1 trắng 1 nâu e,2
1996,đầm hồng này còn k e,3
1997,váy hết hở e,3
1998,vậy cho c hai cái áo 1 trắng 1 nâu nha e,6
1999,em ơi,0
2000,còn hok,3
2001,cám ơn anh chị đã tin tưởng và ủng hộ shop chúng em đang làm việc chăm chỉ để mang đến cho anh chị dịch vụ tốt hơn hotline 0251 730 9099,1
2002,hai mẫu này mình còn k e,3
2003,oh chị cảm ơn e nhé,1
2004,hai mẫu này còn không e ơi,3
2005,em ơi,0
2006,tổng tiền dùm c em,3
2007,bao nhiêu tiền để c ck em,3
2008,hết luôn hở,3
2009,bao nhiu tiền em,3
2010,e ơi,0
2011,còn k e,3
2012,áo nude lệch vai 95k,2
2013,hai mẫu này còn k e,3
2014,hai mẫu này còn k e,3
2015,160k e nek,2
2016,chốt cùng với sét sọc đó luôn nek,2
2017,mẫu này còn k đi cho c luôn,3
2018,loại 100k là oki e,2
2019,lấy thêm cho c 2 bộ nữa cũng đc,6
2020,trong 3 màu này còn màu nào k e,3
2021,vest màu đậm e nha,2
2022,e ơi,0
2023,em ơi gọi lại dùm chị với,5
2024,hôm qua chị chốt quần rin mà chưa có bạn gọi cho chị hết,4
2025,25k mà giờ là 50k dậy,4
2026,sao tíh tiền phí sihp 2 lần dậy e,4
2027,em ơi sao chị mua hàg 1 lai đi đơn 1 lần luôn mà tíh tiền phí sihp 2 lần luôn dậy em mà chị điện thoại lên tổng đài hỏi không được trả lời giùm chị với cảm ơn,4
2028,còn quần này sai l lấy cho chị cái nha em cảm ơn,3
2029,em coi giải quyết cho chị sớm nhé cảm ơn mấy em nhiều nhiều,4
2030,chiều chị mới nhận hàng kiểm tra hàng thì bị rách rồi em ơi,4
2031,em ơi đầm body nhưg chị mua hu nhận hàng bị lỗi rách rồi em mai giải quyết cho chị với,4
2032,giờ chị gọi lại hog được em,5
2033,mắt kíh thì không có trời ơi,4
2034,tối nay chắc không ngủ được vì sự không cẩn thận của em nào soạn hàg mà giao hàng cho chị khui hàng ra mà tức cái lòg ngực khủng khiếp luôn hộp có hộp không mới tức chứ,4
2035,e ơi giao hàng cho chị kểu gì mà mua 2 cái mắt kính giờ còn có 1 là sao dậy em 1 hộp không có kíh chỉ có hộp không ở trog mà chị là khách quen mới ge nè giải quyết sớm đi chị nhận hàng tối mới gê điện thoại lên không ai nge máy ne,4
2036,chị mỡ hàg ra bực mình quá sao có hộp mà ở trog không có kíh dậy em ơi,4
2037,trời ơi mua 2 cái mắt kíh mà về mỡ hàg ra có 1 cái là sao dậy e coi giải quyết cho chị đi sao dậy làm ăn kỳ quá trời,4
2038,trời ơi chị là khách hàng quen mà mấy e làm ăn kì quá hộp mắt kíh gì mà không có mắt kíh ở trog dậy mua 2 cái mà hộp có hộp không vậy trời,4
2039,11 ngàn em ơi,2
2040,kiểm tra hàng giùm chị với em ơi quần bị rách rồi e ơi,4
2041,phải em gửi áo hồg tập thể thao này có chị không em cảm ơn em,3
2042,phải áo này không em ơi trả lời giùm chị với cảm ơn em nhiều,3
2043,phai áo này không em ơi,3
2044,con cái này là mẫu 2 e còn mẫu nào không cưg,3
2045,màu này có mẫu không e ơi,3
2046,loại này còn không e lấy chị sai l nha,3
2047,bị hở mặt sau của đồng hồ đó em ơi bị hở 1 nữa cái còn nữa cái không,4
2048,e ơi đồng hồ chiều chị nhận tối chị xem nó bị hở dậy có bị gì không em ơi mặt sao của đồg hồ đó e coi lại cho chị với cảm ơn em,4
2049,liên hệ tư vấn viên,5
2050,liên hệ tư vấn viên,5
2051,buồn quá sao mặt đây,4
2052,áo xah chị nhận hàng bị rách rồi e,4
2053,liên hệ tư vấn viên,5
2054,áo chị nhận bị rách rồi e ơi buồn gê,4
2055,quần này nè em sai l đó e 120k,2
2056,thì tụi em nhớ là được rồi chị dể mua những rách dậy đối với chị là không sài được ok em lần sao chị nhắc mà nhắc có nhớ không,4
2057,tại sao mày cái kia cũng mỏg mà chị không nói tại nó không bị gần rách giống dậy e,4
2058,mặt gì cũng dậy không phải mỏg mà là bi tưa chổi đó gần rách ra rồi chứ sao chị không biết quần đó mặt gì mà e nói,4
2059,dậy e mặt đi coi e có tự tin không mà nói vậy nó rách lỡ suôi cho ngục mặt hả em,4
2060,mặt quần vô cái nó giản ra nhìn thấy chổi trắng da luôn chứ là sao,4
2061,chị chỉ nói cho tụi em biết thôi chứ chị không phải cần tụi em trả tiền lại tại quần này chị không mặt được bật mình quá sao giao quần dậy cho chị,4
2062,trước đây chị cũng không nói tự làm nút luôn gì quần dậy sao mặt dù mặt trog cũng phải coi cho được chứ,4
2063,không mặt vô sao thấy rách mấy cái kia không bị mà cái này thì dậy,4
2064,e làm sao coi cho được chứ chị mua đồ bên em trước giờ không chứ không có gì chị cũng không làm phiền tới mấy e,4
2065,quần chị mua bị rách giờ muốn trả lại,7
2066,liên hệ tư vấn viên,5
2067,trời ơi chị mua hàng e không sao e không kiểm tra hàng rồi hãy gửi cho chị quần bi lổn vải rồi sao mà mặt,4
2068,liên hệ tư vấn viên,5
2069,1m2đườg tô hiệu phường tân thới hoà quân tân phú thành phố hồ chí minhxxxxx mỹ kháh trươg,2
2070,e ơi nhớ em kiểm tra hàng trước khi giao hàng cho chị nha chị buồn bên em 2 lần rồi đó 1lần áo khoát vàg không đốg nút tay con 1lần thì mua 2 quần rin sai m với l trên 1lai mà khác màu kêu mai giải quyết cho chị mà đợi hoài không thấy ai gọi điện lại hết nên chị cũng thôi,4
2071,1m2đươg tô hiệu phường tân thới quận tân phú thành phố hồ chí minhxxxxx àu đem và tím đó em,2
2072,2bộ này nè em đen với tím đó em,2
2073,lấy cho chị 2bộ 1đen và 1tím nha em cảm ơn,6
2074,liên hệ tư vấn viên,5
2075,lấy cho chị 2màu đem và tím nha em cảm ơn,6
2076,màu xah đi em không có thì hồg đậm nhưng e để đơn đó đi mai chốt đơn cho chị luôn tại chị mới mua 2quần rin dồn đơn hàng luôn em,2
2077,cần mua máy rửa mặt 1 máy em ơi,6
2078,c cần mua 1 máy rửa mặt,6
2079,liên hệ tư vấn viên,5
2080,đặt hàng,6
2081,get started,0
2082,đúng sai mẫu e style c không mặc quần bó mà quần pass hoạc ống đứng,4
2083,mau dang mat con ko e,3
2084,c lay 1nau thoi e,2
2085,1a duong 11 khu trung son binh chanh do e quan làng ta sdtxxxxx,2
2086,e gui mau nay mau nau cho c di,6
2087,c ko lay mau tren c lay mau o duoi mau nau dc ko e,3
2088,con ko e,3
2089,mau cheo dang sao con ko,3
2090,mau kem la mau dang mat ha e,3
2091,mau nay con mau nao ko e,3
2092,get started,0
2093,da vay thoi shop,1
2094,vay con hok shop,3
2095,shop oi,0
2096,ship bn em ck luôn ạ,3
2097,đam kem mã 1 size l ạ,2
2098,dơn hang cua em bn ạ,3
2099,kính này nè c,2
2100,còn k c,3
2101,còn k c ơixxxxx,3
2102,còn k c ơi,3
2103,chung cư 481 bến ba đình p9 q8 xxxxx,2
2104,lây e mẫu này nha,6
2105,c ơi mẫu này còn k,3
2106,set này còn ko ạ,3
2107,còn mẫu này còn kg e,3
2108,set nay mình còn kg shop,3
2109,set này còn k ạ,3
2110,shop oi còn đầm này ko za shop oi,3
2111,c oi túi này còn ko c,3
2112,màu đen đó lun ak,2
2113,còn đầm đó size m ko c,3
2114,tl e j c,5
2115,còn ko c oi,3
2116,còn size m ko c oi,3
2117,cho e hỏi đầm này còn ko c,3
2118,cho e hỏi đầm này còn ko za shop,3
2119,để e chai j c,6
2120,còn nuoc hoa ko,3
2121,liên hệ tư vấn viên,5
2122,c còn nịt bụng ko za c,3
2123,c oi,0
2124,get started,0
2125,đặt hàng,6
2126,liên hệ tư vấn viên,5
2127,c oi,0
2128,get started,0
2129,còn đầm ko x,3
2130,c oi c còn đầm này ko,3
2131,cho e hỏi shop c o biên hoà chỗ nào za c,3
2132,shop của c nam o biên hoà chỗ nào za c oi,3
2133,đầm này c có ko c,3
2134,c oi tl e j c,5
2135,shop c có đầm này ko c,3
2136,c oi,0
2137,mà bn za c de e ra shop mua chu mua tren live mua ko dc hic,3
2138,còn sét cọp áo cọp trang chan váy hong ko c,3
2139,c oi,0
2140,cho em hỏi bao nhiêu ạ,3
2141,808 5 1a duong quo c lo 13 phu o ng hie p bi nh phuoc thu đu c xxxxx,2
2142,mứt,2
2143,cho em đặt 5 hộp mức,6
2144,alo,0
2145,alo,0
2146,alo alo,0
2147,liên hệ tư vấn viên,5
2148,này còn k chị,3
2149,liên hệ tư vấn viên,5
2150,đầm sơ mi này còn k chị,3
2151,vậy em giao địa chỉ 169 bạch đằng phường 2 tân bình cho chị nhé chị thanh toán ship luon,2
2152,hi chị,0
2153,liên hệ tư vấn viên,5
2154,hi chị,0
2155,áo adidas màu hồng 99k live trưa qua,2
2156,đầm hoa xanh dài giống maxi live hôm 6 6,2
2157,đặt hàng,6
2158,liên hệ tư vấn viên,5
2159,liên hệ admin,5
2160,get started,0
2161,nit bug co size m chua r,3
2162,e gửi hàng theo địa chỉ này giúp chị nhé 106 phú tân phú hội đức trọng lâm đồng,2
2163,chị đặt size m nha mà e ơi chị đặt trước jui để đó bnao chị canh live lấy thêm hàng áo jui gộp đơn gửi cho c dx ko,6
2164,eo 75 size m bạn ha,3
2165,áo còn không ah lấy cho lun cho mình 1 bộ nha,3
2166,shop ơi bên mình còn mẫu quần jean này không ah,3
2167,alo,0
2168,mẫu này còn ko shop,3
2169,sdtxxxxx đối diện vườn ươm tốt hoa 97 phú an phú hội đức trọng lâm đồng,2
2170,e ơi chị có dk 1 quần jean đậm mã đó thì hết hàng chị đk jean nhạt az hok có hả e jo còn quần jean đó hok,3
2171,e ơi tổng đơn jum c nha,3
2172,2 mẫu này bên shop còn hàng k ạ,3
2173,alo,0
2174,đầm ren kem mã 16 có ai xã để cho e nha,6
2175,đầm ren kem mã 16 có ai xã để cho e nha,6
2176,để cho e 2cai đồng hồ này ạ,6
2177,để cho e 2cai với ạ,6
2178,bên mjnh còn đồng hồ k ạ,3
2179,dạ alô,0
2180,dạ alô,0
2181,tong 305k nha shop,2
2182,quần s 150k,2
2183,hoa vàng 155k,2
2184,đầm đỏ 159k mà chị,2
2185,dạ alô,0
2186,bắt đầu,0
2187,len sọc 95k hay 100k vậy ạ,3
2188,tổng 730k chứ,2
2189,3ao 95k khoác 120 túi 150 đầm hoa 175k,2
2190,đơn e tổng cộng 730k dung k ạ,3
2191,alô,0
2192,tất cả 6mon,2
2193,là 5mon,2
2194,liên hệ tư vấn viên,5
2195,liên hệ tư vấn viên,5
2196,bộ này có bạn nào xã hàng gửi cho e nha,6
2197,liên hệ tư vấn viên,5
2198,bộ này có bạn nào xã hàng gửi cho e nha,6
2199,alô,0
2200,còn quần với áo này k gửi e với chị phương ơi,3
2201,liên hệ tư vấn viên,5
2202,alô,0
2203,còn áo tím k ạ,3
2204,liên hệ tư vấn viên,5
2205,áo tím còn k shop oi,3
2206,tl giup e,5
2207,liên hệ tư vấn viên,5
2208,alo,0
2209,liên hệ tư vấn viên,5
2210,141 trần thanh mại tân tạo bình tân tphcm,2
2211,còn hàng đúng k chị iu oi,3
2212,2ao hoa 1đam 1ao nâu tay dài 1quan nha chị iu,2
2213,141tran thanh mại tân tạo bình tân tphcm,2
2214,còn áo này k ạ,3
2215,alo,0
2216,để chị thêm chai chanel coco nữa nha,6
2217,nt đơn hết bn tiền để ck giứ hàng,3
2218,e gửi thêm cái belt của cái quần nhung cho chị lun nha e,6
2219,e coi đơn của chị tổng cộng mấy món hết bn,3
2220,2 mẫu này khách nào xả để mình nha shop,6
2221,lấy 2 trắng 2 đen,6
2222,mẫu áo này còn ko shop,3
2223,liên hệ tư vấn viên,5
2224,mẫu này còn ko shop,3
2225,get started,0
2226,get started,0
2227,e đổi lại giúp c sz m đi,7
2228,e ơi c đặt sz m mà bên e giao cho c sz l c mặc rộng quá,4
2229,mình lấy 2 mẫu này nưa,6
2230,áo nay còn k shop tối qa mình có đơn set nếu còn gộp đon cho mình áo này lun nha,3
2231,54 cao lỗ f4 q8,2
2232,còn thì ship minh nhé,6
2233,mình lấy 2 mẫu nay,6
2234,áo này còn k shop,3
2235,47 phan chu trinh phườg hải cảng tp qui nhơn tinh bình địh,2
2236,lấy mìh size s mình chuyển khoản rồi giữ hàg để mìh xem mua thêm nhé,6
2237,qần đen size s còn k ạ,3
2238,áo thun còn k mình lấy 2 cái ạ,3
2239,trần quang diệu qui nhơn,2
2240,đơn cũ của e gồm 1 túi lv trắng với chai nước hoa,2
2241,còn thì lấy mình 1 đầm đen với nhé,6
2242,shop còn mẫu này màu đen k ạ,3
2243,549k ạ là đủ đó shop,2
2244,169k 190k 190k tổng 549k,2
2245,size s luôn,2
2246,với 1 váy đen 165k,2
2247,1 qần tây đen size s 115k,2
2248,size s nha e màu kem í,2
2249,qần jean hay là qần tây đen vậy,3
2250,qần nào vậy e,3
2251,1 qần với 1 nịt bụg c đã ck rồi,2
2252,e đặt 1 quần size s với 1 túi đen,6
2253,màu kem,2
2254,eo c 69 size s đc k e,3
2255,đai nịt bụg shop còn k ạ,3
2256,get started,0
2257,1 đơn 264k gồm áo crop đen 1 áo khoát,2
2258,1 đơn 260k qần jean size s,2
2259,1 đơn áo len 100k,2
2260,tổg cộng 3 đơn 1 đơn 264k 1 đơn 200k 1 đơn 100k,2
2261,áo bao nhiêu vậy để mình ck luôn sh ơi,3
2262,tổg của mình là 1 áo thun crop đen 1 áo khoát size m 1 qần size s đi đơn mình tới 47 phan chu trinh phườg hải cảng qui nhơn bình định nhé,2
2263,get started,0
2264,chân váy và áo khoát jean,2
2265,vậy e lấy 2 cái này nha tổg bill giúp e ạ e cảm ơn,6
2266,nếu k có chân váy thì lấy áo khoát jean k cũg đc nhé chị,6
2267,với lại chân váy này còn thì mình lấy thêm,6
2268,mình lấy áo jean xxxxx 47 phan chu trinh hải cảng qui nhơn bình định,6
2269,c ơi khoát jean này còn k để e 1 cái ạ,3
2270,get started,0
2271,42h khom ta n phu phuong ta n hoa tha nh pho vi nh long xxxxx,2
2272,24c ấp tân phú xã tân hoà thành phố vĩnh long xxxxx,2
2273,ma sau trong bill la dc hcn,4
2274,minh o vl ma,4
2275,sau dia chi sai z,4
2276,ban oi,0
2277,quan sz s,2
2278,dam den nay con k zay b,3
2279,ok vay la con quan tay voi ao tay ngan dung k,3
2280,tim ki giup c coi con cai nao k,3
2281,ao thun con mau nao,3
2282,con ao mau den tay ngan nay phai k,3
2283,ao thun con mau nao,3
2284,ao cung gui hinh con k,3
2285,115k,2
2286,voi ao nay nua trang den 2cai,2
2287,quan den nay luon nek,2
2288,1 ao trang 1ao den 1quan tay den sz s,2
2289,voi 1quan tay den sz s,2
2290,mau ao trang,2
2291,liên hệ tư vấn viên,5
2292,liên hệ tư vấn viên,5
2293,nho nv goi lai chốt don gium,5
2294,liên hệ tư vấn viên,5
2295,c xem con xanh hog c,3
2296,2mau kia con hong c,3
2297,2mau kia con k c,3
2298,sz 37 màu xanh nha shop,2
2299,24c ấp tân phú xã tân hoà thành phố vĩnh long xxxxx,2
2300,ban xem lai giup minh xem coi co hang chua zay,3
2301,neu co sz 37 mau xanh thi cho t cho minh,6
2302,minh lay doi mau xanh sz 37,6
2303,tih tien gium e luon,3
2304,tc het nhiu c,3
2305,mau nude,2
2306,ao khoa c,2
2307,cai quan no nho xui ah c,4
2308,co 47kg 1m58 ah mac k vua,4
2309,tai nho qua thay khac vai nen hoi sau,4
2310,qua nho xui ah,4
2311,sau cai quan no nho xui ah c,4
2312,cai quan nho xui ah c,4
2313,2cai vai k trug hop voi nhau,4
2314,ao thi thun mon,4
2315,quan thi thun gân,4
2316,ma vai quan voi vai ao k giong nhau c,4
2317,ok dam do ban doi lai mau den giup minh dc k,7
2318,ao trang den cai nao cug het ha ban,3
2319,2ao 1trag 1den voi cai quan den luon,2
2320,2mau minh gui hinh con hang k ban,3
2321,ok cảm ơn e,1
2322,size s là eo bao nhiu zay e,3
2323,nếu con lấy chị 1 cái size l 1 cái size m nha,6
2324,mẫu này còn ko em ơi,3
2325,38 phổ quang f2 quận tân bình,2
2326,nếu còn thì giao c nha,6
2327,set mã 75 này còn ko em ơi,3
2328,đặt hàng,6
2329,mẫu này con ko e ơi,3
2330,get started,0
2331,ok b,1
2332,nếu ship đến quận tân bình bao nhiu ne,3
2333,bao nhiu v shop,3
2334,ship ở quận tân bình bao nhiu b,3
2335,get started,0
2336,cục hàg đó nhiêu zak shop,3
2337,rep ib e shop oi,5
2338,alo,0
2339,kt giúp e cái đó nhiêu zah,3
2340,mã 68 hay sao á,2
2341,quần ốg loe,2
2342,rep ib dùm e,5
2343,alo,0
2344,alo,0
2345,alo,0
2346,shop oi,0
2347,cái quần đó nhiêu zạ,3
2348,c oi,0
2349,này còn ko zai,3
2350,còn ko shop,3
2351,alo,0
2352,shop có áo khoác dạ hk zak,3
2353,shop oi,0
2354,alo,0
2355,chốt e cái áo,6
2356,alo,0
2357,alo,0
2358,chốt e size s dồn đơn lun,6
2359,còn này ko ạ,3
2360,còn mẫu khác hk á c,3
2361,còn hk c,3
2362,ako,0
2363,e cần mua túi bên mình á c,6
2364,alo shop oi,0
2365,còn hk shop,3
2366,alo shop oi,0
2367,alo,0
2368,size s chốt cho e nge c,6
2369,lấy e này nè,6
2370,vĩnh thanh á c,2
2371,thành phố rg kiên giang,2
2372,39 nguyễn bỉnh khiêm,2
2373,139 nguyễn bỉnh khiêm,2
2374,lấy e thêm sét đó,6
2375,sét đó nhiêu c,3
2376,sét đag bận còn ko c,3
2377,sét đơn bận còn hk c,3
2378,lấy e cái xanh,6
2379,còn màu vàg hk c,3
2380,này còn màu nào zan c,3
2381,còn ko zak shop,3
2382,sét này còn hk c,3
2383,xanh á c,2
2384,2 cái đầm đó á c,2
2385,alo,0
2386,alo,0
2387,shop oi,0
2388,alo shop oi,0
2389,alo shop oi,0
2390,alo,0
2391,shop oi,0
2392,shop oi,0
2393,shop oi,0
2394,alo,0
2395,alo,0
2396,còn hk shop oi,3
2397,liên hệ tư vấn viên,5
2398,shop oi,0
2399,rep tn e shop oi,5
2400,rep tn shop oi,5
2401,c oi,0
2402,alo,0
2403,alo,0
2404,rep ib dùm e,5
2405,shop oi,0
2406,alo,0
2407,c oi,0
2408,alo,0
2409,39 nguye n bi nh khie m phu o ng vi nh quang,2
2410,alo,0
2411,còn hk shop,3
2412,thành phố rg kiên giang,2
2413,39 nguyễn bỉnh khiêm phường vĩnh quang,2
2414,alo shop oi,0
2415,liên hệ tư vấn viên,5
2416,liên hệ tư vấn viên,5
2417,alo,0
2418,còn hk shop,3
2419,xóm quang lâm xã đại hoá huyện tân yên tỉnh bắc giang ạ,2
2420,bn tien ship,3
2421,shop gửi m nhé ấp 4 xã minh long chơn thành bình phước,6
2422,mẫu túi này còn ko shop,3
2423,đc ấp 4 xã minh long chơn thành bình phước đtxxxxx,2
2424,shop tv giúp m vs cao 1m 47m nặng 40kg có sz vừa ko ạ,3
2425,m hỏi mẫu này còn ko,3
2426,liên hệ tư vấn viên,5
2427,bắt đầu,0
2428,liên hệ tư vấn viên,5
2429,liên hệ tư vấn viên,5
2430,alo ạ,0
2431,liên hệ tư vấn viên,5
2432,alo ạ,0
2433,get started,0
2434,check ib đi shop ơi,5
2435,chốt hàng,6
2436,602 lô t đoàn văn bơ p9q4,2
2437,nếu vừa chốt giúp e nhé,6
2438,chị vậy hết sai s thì gởi nc hoa cho e thôi,6
2439,chị gửi cho e sai s với nuoc hoa,6
2440,còn quan rin ko chị gửi cho em luon,3
2441,ao còn ko chi,3
2442,chị còn áo dây ko voi nc hoa dubai xanh,3
2443,xem giúp e tổng đơn bao nhiêu tiền để e chuyển khoản,3
2444,cho e hỏi mẫu này mình còn size s k ạ,3
2445,ví mã 13 live trưa nay còn k shop,3
2446,với áo dạ 17 nữa,2
2447,mặt nạ,2
2448,túi,2
2449,áo thun đen trắng nữa ak c,2
2450,shop ơi cho e hỏi đầm này còn kh,3
2451,liên hệ tư vấn viên,5
2452,liên hệ tư vấn viên,5
2453,bộ màu hồng đó shop ơi,2
2454,liên hệ tư vấn viên,5
2455,get started,0
2456,shop oi,0
2457,size m,2
2458,quan đen,2
2459,43 kg mặc sz s vừa phải ko shop,3
2460,của mình bn tiền vay shop,3
2461,275 89 quang trung p10 qua n go va p,2
2462,màu xanh sz s còn ko vay shop,3
2463,màu xanh sz s còn ko vay shop,3
2464,bộ này có màu đen ko shop,3
2465,bộ đang mặc còn ko vay shop,3
2466,c ơi shop còn váy này k ạ,3
2467,quần đen sz s bộ nude đó ạ,2
2468,e đặt bộ này dc k ạ,6
2469,c ơi,0
2470,cho e đổi lại dc k ạ,7
2471,bữa e đặt quần jean sz m mà nó dài quá e mặc k dc á,2
2472,shop ơi,0
2473,shop ơi,0
2474,e đặt áo hoa nâu 85k á,2
2475,bữa e đặt k phải áo hoa nâu này c ơi,4
2476,áo hồng trên còn k ạ,3
2477,shop còn quần đùi jean này k ạ,3
2478,áo mới sao lại bị dơ v ạ,4
2479,e nhận được hàng r ạ nhưng áo bị dơ á c,4
2480,get started,0
2481,mẫu này màu cam hay nâu ah,3
2482,size m,2
2483,mã 06 này,2
2484,9 14 21 26 tô ngoc vân tx 24 p thạnh xuân q 12,2
2485,mình 3set,2
2486,bn set ah,3
2487,3set ah,2
2488,mình muôn mua măt nạ,6
2489,này con ko b,3
2490,miếng mặt nạ này con ko b,3
2491,áo màu hồng trên con lun ko shop,3
2492,2 mẫu còn ko b,3
2493,còn ko b,3
2494,còn ko shop,3
2495,áo dài còn sz m ko b,3
2496,áo dài hết ha b,3
2497,lấy cho m màu đen lun nha,6
2498,tổng cộng của m bnhiu vay b,3
2499,b xem coi con lun ko,3
2500,lấy cho m lun nha,6
2501,mấy loại kia có lun ko e,3
2502,lấy cho m cái đó lun di,6
2503,mấy mẫu kia còn lun ko b,3
2504,mấy mẫu này còn ko shop,3
2505,sz m còn ko,3
2506,mẫu này còn ko,3
2507,2 mẫu này còn ko shop,3
2508,nếu con thì b ship chung cho m lun,6
2509,còn ko b,3
2510,màu hồng còn ko,3
2511,áo này còn ko b,3
2512,đầm này còn ko,3
2513,lấy cho m lun nha,6
2514,cái đầm này còn ko b,3
2515,áo này còn ko b,3
2516,nếu b chưa giao sẵn lấy cho m chai nước hoa này lun nha,6
2517,lấy quần sz l cho m lun nha,6
2518,quần sz l còn ko b,3
2519,còn ko,3
2520,vậy lấy c c lun di,6
2521,mẫu này còn ko b,3
2522,mẫu này còn ko b,3
2523,mẫu này có hàng lại chua b,3
2524,còn thì b lấy cho m 1 cái nha,6
2525,cái đầm nude 199 còn ko b,3
2526,c kiểm tra lại giúp e nếu thấy đơn của e rồi thì e đạt thêm mẫu kem ở trên nũa nha shop,6
2527,dạ cho e 1đầm kem size m ạk,6
2528,dạ shop còn size jk ạk,3
2529,mẫu này còn k ạk,3
2530,khoác 259kxxxxx côg ty cổ phần may tây sơn thị trấn phú phong huyện tây sơn tỉnh bìh địh,2
2531,khoác da hồg mai shop gọi ai k nghe máy thì để lại e nha shop ơi,6
2532,lấy e mẫu nàk,6
2533,sdtxxxxx công ty cổ phần may tây sơn thị trấn phú phong huyện tây sơn tỉnh bình định,2
2534,mẫu này 170k đúg k ạk,3
2535,e cảm ơn ạ,1
2536,shop mình ở gần chợ đêm phải k ạ,3
2537,hàng bị lỗi thì phải làm sao,4
2538,ok e,1
2539,52 lý phục man bình thuận q7xxxxx,2
2540,zậy lấy c 2 màu lun nhé,6
2541,còn mẫu sơ mi giống vậy mà sọc đen còn k e,3
2542,zậy lấy c cái trắng nha,6
2543,alo,0
2544,alo,0
2545,đầm sọc đen đó,2
2546,đầm sọc sz 58kg con k sho,3
2547,túi còn k e,3
2548,chân váy lv còn ko e oi,3
2549,212 trên live nãy màu trắng hả shop,3
2550,nước hoa bên e còn mẫu nào k e,3
2551,à c hỏi set ở trên còn k đó,3
2552,alo,0
2553,còn k shop ơi,3
2554,mả sọc còn k chị,3
2555,chị phương ơi còn mẫu này ko,3
2556,sđt xxxxx so nha 326 to 12 a p lu o ng nga i huye n ca i be ti nh tie n giang ga n be n đo xa my lu o ng,2
2557,áo màu xanh đầm màu đen,2
2558,vậy chị lấy cho em 2 mẫu này nhe,6
2559,chị ơi còn mấy mẫu này ko,3
2560,chị phương ơi còn mẫu này ko chị,3
2561,giá bao nhiêu vậy shop,3
2562,sđt xxxxx so nha 326 to 12 a p lu o ng nga i huye n ca i be ti nh tie n giang ga n be n đo xa my lu o ng,2
2563,còn mẫu này ko chị màu đen,3
2564,sọc 185k và mã 18 live ngày 8 1 190k em gộp shop nhé,2
2565,sh ơi còn váy này ko ạ,3
2566,e có đặt áo sơ mi trắg ak,2
2567,lấy e 1 cái đỏ nha,6
2568,còn mẫu này hog ak,3
2569,shop ơi,0
2570,còn áo khoác với váy da hog ak,3
2571,còn 2 mẫu này hog ak,3
2572,sao shop mình đặt sai l gởi m,4
2573,hàng chật ko mặc đc ko shop có cho đổi ko,4
2574,mình đặt shop sai l shop gởi sai m ko vừa,4
2575,cưng tổng hết của chị nhiêu tiền,3
2576,ok cưng,1
2577,cưng gửi cho chị size s nha cưng,6
2578,chị 45 ký cưng,2
2579,em mẫu size s cho,2
2580,em 45 ký chị,2
2581,lô 7 căn 12 phan thị ràng salon minh kiều thanh phố rạch giá tỉnh kiên giang,2
2582,chị còn quần trắng này không chị,3
2583,chị ơi,0
2584,túi mình còn không cưng,3
2585,mặc size mấy em gái,3
2586,chị 45 ký cưng,2
2587,quần với túi đó chị,2
